Id,Name,Add,Zipcode,Tel,Website,Px,Py,Class,Spec,Serviceinfo,Parkinginfo,TotalNumberofRooms,LowestPrice,CeilingPrice,IndustryEmail
C4_315080000H_012586,Hygge安平行旅,臺南市安平區安北路129-1號,708,886-928-281812,,120.16281,23.002662,4,,"無線網路,,",車位:小客車0輛、機車0輛、大客車0輛,4,4000,6000,HyggeAnping@gmail.com
C4_315080000H_012588,艾比莎旅店民宿,屏東縣恆春鎮墾丁路通海巷27號,946,886-8-8861668,,120.79806,21.94441,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3500,3500,ibizakenting@gmail.com
C4_315080000H_012592,觀月民宿,花蓮縣花蓮市國盛里國民八街92號,970,886-937-980069,http://www.sky-moon.com.tw/,121.607818,23.993673,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,2000,3200,moon.skymoon@msa.hinet.net
C4_315080000H_012593,金鳳凰商務旅館,高雄市鳳山區博愛路607號,830,886-7-7481666,http://www.goldenphoenix.com.tw,120.360987,22.630562,3,,"無線網路,國民旅遊卡,停車場,,",車位:小客車0輛、機車0輛、大客車0輛,47,3880,4780,goldenphoenix1666@yahoo.com.tw
C4_315080000H_012596,卡札尼嵐,屏東縣潮州鎮三林路179號,920,886-8-7892542,,120.548619,22.55376,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,2300,3000,wujias@gmail.com
C4_315080000H_012597,柏亨民宿,澎湖縣馬公市西衛里12鄰西衛83之67號,880,886-6-9264996,http://02.wuvilla.tw/,119.582947,23.577872,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3800,7800,wufengying1961@gmail.com
C4_315080000H_012599,達利陽光旅宿民宿,臺東縣臺東市常德路177號,950,886-89-338778,http://www.dalisunny.com.tw,121.131756,22.748787,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,2000,5000,darlisunny@gmail.com
C4_315080000H_012600,東興旅社,花蓮縣玉里鎮中城里30鄰光復路130號,981,886-3-8882017,,121.313716,23.331472,3,,,車位:小客車0輛、機車0輛、大客車0輛,8,1000,1000,
C4_315080000H_012604,御宿商旅博愛館,高雄市三民區博愛一路105號,807,886-7-3122622,,120.302685,22.644274,3,,,車位:小客車0輛、機車0輛、大客車0輛,64,3600,3600,royal2240022@yahoo.com.tw
C4_315080000H_012605,唯樂民宿,臺南市中西區南門路69之1號,700,886-6-2222909,,120.204842,22.989686,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2560,35840,caojibookinn@gmail.com
C4_315080000H_012607,夜泊民宿,宜蘭縣冬山鄉鹿埔村17鄰梅花路567-2號,269,886-3-9610010,,121.737572,24.66235,4,,,車位:小客車2輛、機車4輛、大客車0輛,3,4000,4500,lhj02930@gmail.com
C4_315080000H_012608,波斯卡朵海景民宿,澎湖縣馬公市鐵線里鐵線尾300號,880,886-6-9953300,,119.606611,23.534461,4,,"有線網路,無線網路,國民旅遊卡,停車場,,",車位:小客車0輛、機車0輛、大客車0輛,5,3800,4600,p069953300@gmail.com
C4_315080000H_012610,自然山居民宿,新北市萬里區員潭路16之9號,207,886-2-24983615,http://naturehouse.emmm.tw/,121.645017,25.195399,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3200,3200,naturehouse@emmm.tw
C4_315080000H_012611,莫瑞納海灣會館,新北市貢寮區仁愛路106巷36號,228,886-2-24903955,https://www.facebook.com/marinabay.resort/,121.929664,25.053531,3,,"無線網路,國民旅遊卡,停車場,,,,自行車租借,導覽解說,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,70,6500,12000,
C4_315080000H_012612,東榮旅館,花蓮縣花蓮市國強里5鄰中央路四段460號,970,"886-3-8563531,8574345",,121.600376,24.002485,3,,,車位:小客車0輛、機車0輛、大客車0輛,24,2600,4000,anzon0313@gmail.com
C4_315080000H_012617,亞洲旅社,宜蘭縣蘇澳鎮蘇南路18號,270,886-3-9964085,,121.852122,24.59561,3,,,車位:小客車0輛、機車0輛、大客車0輛,10,900,1500,
C4_315080000H_012618,悅來旅館,臺北市中正區中華路一段21號6-7樓,100,886-2-23110066,,121.509894,25.046475,3,,,車位:小客車0輛、機車0輛、大客車0輛,26,3960,8000,suunnyhotelx1@gmail.com
C4_315080000H_012619,華蔓渡假會館(特色民宿),南投縣埔里鎮蜈蚣里5鄰鯉魚路21-8號,545,886-49-2987999,http://www.huamanvilla.com.tw,121.000508,23.966321,4,,,車位:小客車0輛、機車0輛、大客車0輛,8,3800,8000,pulihuamanvilla@gmail.com
C4_315080000H_012620,春陽一品居民宿,南投縣仁愛鄉春陽村虎門巷97號,546,886-963-517885,,121.166111,24.023353,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,8800,12800,
C4_315080000H_012621,摩兒莊園,宜蘭縣冬山鄉梅花路926巷9號,269,886-966-515328,,121.731247,24.657891,4,,,車位:小客車2輛、機車5輛、大客車0輛,5,2000,3000,l9602623@gmail.com
C4_315080000H_012622,碧園旅店,臺中市中區台灣大道一段208號,400,886-4-22276115,,120.681741,24.140569,3,,,車位:小客車0輛、機車0輛、大客車0輛,30,650,1500,
C4_315080000H_012623,波心汽車旅館,彰化縣埔心鄉舊館村2鄰興霖路166號,513,886-4-8280520,https://blossom-motel.com/,120.524346,23.951842,3,,,車位:小客車27輛、機車0輛、大客車0輛,27,3300,3600,motel.motel@msa.hinet.net
C4_315080000H_012624,小客棧民宿,宜蘭縣羅東鎮仁愛路三段238巷10號,265,886-9-31645401,,121.764367,24.697494,4,,,車位:小客車2輛、機車4輛、大客車0輛,4,2600,4000,avy5563@yahoo.com.tw
C4_315080000H_012627,利未莊園民宿,新北市瑞芳區山尖路97號,224,886-2-24961658,,121.853908,25.114054,4,雙人房2500;其他3500;套房4000;,"停車場,餐廳,有線網路,國民旅遊卡,會議場所,,,導覽解說,",車位:小客車6輛、機車0輛、大客車0輛,5,3500,6600,levite.home@msa.hinet.net
C4_315080000H_012628,幸福綠光,苗栗縣南庄鄉南江村14鄰小東河17之3號,353,886-37-821751,http://www.greenshine.com.tw/,120.994761,24.575554,4,,,車位:小客車20輛、機車30輛、大客車2輛,4,6200,6200,green.shine@msa.hinet.net
C4_315080000H_012629,小鳥敲門度假屋民宿,新北市雙溪區新基東街15之3號,227,886-2-24931618,,121.87358,25.041597,4,雙人房3800;雙人房3800;雙人房3000;其他4200;,"餐廳,會議場所,咖啡廳,酒吧,宴會廳,無線網路,,,洗衣服務,",車位:小客車0輛、機車0輛、大客車0輛,4,3000,4200,birdvilla227@yahoo.co.tw
C4_315080000H_012631,自然醒民宿,宜蘭縣冬山鄉廣興村18鄰梅花路240號,269,886-938-370758,,121.743836,24.666606,4,,,車位:小客車6輛、機車0輛、大客車0輛,1,3900,3900,niko541103@gmail.com
C4_315080000H_012632,後山，我的家民宿,花蓮縣鳳林鎮林榮里永豐路31號,975,886-955-883189,,121.476391,23.799145,4,,"餐廳,有線網路,無線網路,國民旅遊卡,停車場,,,,",車位:小客車0輛、機車0輛、大客車0輛,5,6500,15000,myhomebnb31@gmail.com
C4_315080000H_012633,開天窗,臺南市中西區府前路一段122巷161號,700,886-918-141693,,120.207284,22.99136,4,,"無線網路,,,,",車位:小客車0輛、機車0輛、大客車0輛,3,2600,5900,skylight161@gmail.com
C4_315080000H_012635,近民宿,花蓮縣花蓮市主農里長安街17號,970,886-952-710815,,121.593983,23.967647,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,4000,6000,
C4_315080000H_012638,愛戀鄉村風民宿,花蓮縣花蓮市國裕里富陽路43號,970,886-937-608533,,121.598793,23.995677,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3600,9000,love43home@gmail.com
C4_315080000H_012639,城市商旅-台北南西館,臺北市大同區南京西路169號,103,886-2-25507722,http://www.hpw.com.tw/hotel/hotel.asp,121.512647,25.054051,3,雙人房12500;雙人房9000;雙人房11500;雙人房9000;雙人房10000;雙人房8000;,"會議場所,健身房,無線網路,,",車位:小客車0輛、機車0輛、大客車0輛,81,7500,20000,reservation@citysuites.com.tw
C4_315080000H_012645,白鶴仙境,嘉義縣民雄鄉北斗村北勢子路460號,621,886-939-723191,,120.45599,23.535662,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,1380,1980,yincheng55@gmail.com
C4_315080000H_012647,山水海岸民宿,澎湖縣馬公市山水里32-20號,880,886-6-9950093,,119.595788,23.515471,4,,"咖啡廳,無線網路,停車場,高齡房,,,接送服務,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,4,2600,3200,cindy6f@gmail.com
C4_315080000H_012651,心悅民宿,花蓮縣鳳林鎮林榮里12鄰水車路34之12號,975,886-976-013358,,121.461035,23.796875,4,,"無線網路,國民旅遊卡,停車場,,,接送服務,自行車租借,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,5,2700,4800,xinyue038772767@gmail.com
C4_315080000H_012652,曼波海灘麗園民宿,花蓮縣新城鄉順安村北三棧122之1號,971,886-3-8611699,,121.445637,23.966965,4,,"餐廳,無線網路,國民旅遊卡,停車場,,,接送服務,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,5,6000,8500,aluwa122@gmail.com
C4_315080000H_012653,薇多莉亞鄉村花園民宿,屏東縣琉球鄉和平路3巷4-3號,929,886-8-8614573,https://www.vitoria.tw/,120.371566,22.334845,4,雙人房3480;其他5880;其他3930;,"導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,3,3480,6100,vitoria1688@gmail.com
C4_315080000H_012654,阡碩大飯店,宜蘭縣宜蘭市光復路30號5-7樓,260,886-3-9355611,,121.756501,24.755192,3,,,車位:小客車0輛、機車0輛、大客車0輛,15,2000,3000,juliawu171@yahoo.com.tw
C4_315080000H_012655,2點1線民宿,花蓮縣花蓮市國光里林森路328-2號,970,886-3-8333366,,121.609389,23.983629,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,4800,5600,
C4_315080000H_012656,瑪雅之家,屏東縣恆春鎮墾丁路330-6號,946,886-8-8861925,http://www.maya-house.com.tw/,120.790582,21.949738,4,雙人房3800;套房3200;,"無線網路,國民旅遊卡,停車場,自助洗衣(免費),,,,兒童遊樂設施,洗衣服務,接送服務,自行車租借,行動支付,導覽解說,體驗活動,,",車位:小客車0輛、機車0輛、大客車0輛,5,3000,4000,maya@seed.net.tw
C4_315080000H_012657,玉米的窩民宿,臺東縣鹿野鄉永安村永安路75號,955,886-89-552224,,121.139244,22.930406,4,,,車位:小客車0輛、機車0輛、大客車0輛,2,1000,1000,
C4_315080000H_012658,薇風精品汽車旅館楠梓館,高雄市楠梓區楠盛街137號,811,886-7-3551177,http://www.wfmotel.com.tw,120.33308,22.730996,3,雙人房3180;雙人房2780;雙人房2980;套房3100;雙人房2100;雙人房3180;雙人房3680;,"會議場所,有線網路,無線網路,國民旅遊卡,停車場,,,洗衣服務,貴重物品保管專櫃,",車位:小客車0輛、機車0輛、大客車0輛,71,5380,7880,wfmotel@gmail.com
C4_315080000H_012659,靜勁好民宿,宜蘭縣三星鄉大埔中路291巷36號,266,886-982-019107,,121.709021,24.668695,4,,"有線網路,無線網路,停車場,,,,自行車租借,穆斯林餐廳,,",車位:小客車1輛、機車3輛、大客車0輛,4,2000,3000,a0982019107@gmail.com
C4_315080000H_012660,卿雅會館(民宿),屏東縣恆春鎮船帆路870號,946,886-8-8851616,,120.82222,21.93648,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,16000,16000,yelinresort8851616@gmail.com
C4_315080000H_012661,俞美飯店,臺北市萬華區武昌街二段106號2-8樓,108,886-2-23883008,http://www.beautyhotels.com.tw/,121.505163,25.045097,3,,"餐廳,咖啡廳,有線網路,無線網路,國民旅遊卡,自助洗衣(收費),,,洗衣服務,貴重物品保管專櫃,自行車友善旅宿,",車位:小客車0輛、機車0輛、大客車0輛,42,1500,12000,b6@beautyhotels.com.tw
C4_315080000H_012664,緣園民宿,南投縣仁愛鄉大同村定遠新村18-3號,546,886-49-2801070,,121.15856,24.041163,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,5000,5000,greeny120@yahoo.com.tw
C4_315080000H_012666,台東天晴青年民宿,臺東縣卑南鄉泰安村泰安490號,954,886-89-385234,,121.069658,22.805242,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3200,3200,
C4_315080000H_012667,逗宅甘青年旅?民宿,臺東縣臺東市仁二街8號,950,886-905-957759,,121.148588,22.767035,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,4800,4800,navelorange08@gmail.com
C4_315080000H_012669,夏卡爾汽車旅館,臺南市仁德區文山路21號,717,886-6-2798666,,120.247788,22.975257,3,,"無線網路,國民旅遊卡,,,,行動支付,,",車位:小客車0輛、機車0輛、大客車0輛,45,4800,8800,holidayweb@gmail.com
C4_315080000H_012670,早點睡 B&B,臺東縣東河鄉隆昌村隆昌32-1號,959,886-89-541246,,121.263954,22.918021,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3200,4200,kazakuen.bnb@gmail.com
C4_315080000H_012671,明月大飯店,新竹市東區東門街128號,300,886-3-5281818,,120.96956,24.804251,3,,"會議場所,咖啡廳,有線網路,無線網路,國民旅遊卡,自助洗衣(免費),上網電腦(免費),,,,洗衣服務,導覽解說,,",車位:小客車1輛、機車1輛、大客車0輛,64,1200,2000,rv@moonlighthotel.com.tw
C4_315080000H_012676,日富民宿,臺東縣臺東市興盛路80號,950,886-89-233646,,121.127081,22.785381,4,,,車位:小客車5輛、機車0輛、大客車0輛,5,3000,3600,
C4_315080000H_012678,佳園民宿,臺中市新社區協中街189-2號,426,886-933-001033,,120.804263,24.194154,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2400,2400,momohouse2009@hotmail.com
C4_315080000H_012684,捷適商旅,"桃園市中壢區中山東路一段155號1-8樓,157號1-2樓",320,886-3-4616655,http://www.just-hotel.com/,121.232281,24.956802,3,雙人房(無障礙客房)13880;,"餐廳,會議場所,無線網路,國民旅遊卡,停車場,自助洗衣(免費),上網電腦(免費),,,,洗衣服務,貴重物品保管專櫃,自行車租借,行動支付,穆斯林餐廳,素食餐廳,寵物友善旅宿,自行車友善旅宿,,",車位:小客車13輛、機車10輛、大客車5輛,54,10880,13880,funhousea8888@gmail.com
C4_315080000H_012688,菊島足跡民宿,澎湖縣湖西鄉許家村3鄰港子尾75之3號,885,886-6-9260607,,119.607819,23.583334,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,1800,2800,starsea168@yahoo.com.tw
C4_315080000H_012693,木本六商務汽車旅館,屏東縣屏東市大連路33號,900,886-8-7370677,,120.504344,22.682478,3,,,車位:小客車0輛、機車0輛、大客車0輛,35,1300,6000,roppongimotel2@gmail.com
C4_315080000H_012694,芬饗家民宿,臺東縣臺東市中華路三段180巷8號,950,886-937-058461,,121.118782,22.738448,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2000,3500,
C4_315080000H_012697,吉美民宿,花蓮縣吉安鄉勝安村民治路436號,973,886-3-8522225,http://www.jimeihomestay.com/,121.584009,23.983741,4,雙人房4000;套房6300;雙人房3600;套房7200;,"無線網路,國民旅遊卡,停車場,,,,洗衣服務,接送服務,,",車位:小客車0輛、機車0輛、大客車0輛,5,3600,7200,chieh12d@yahoo.com.tw
C4_315080000H_012698,綠衫民宿,宜蘭縣員山鄉湖西村隘界路95巷18號,264,886-919-457370,,121.686437,24.748117,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,2000,4000,huang.d90@gmail.com
C4_315080000H_012702,比薩斜塔民宿,宜蘭縣五結鄉公園三路111-7號,268,886-981-147871,http://www.pisabnb.tw,121.808316,24.678987,4,,,車位:小客車1輛、機車2輛、大客車0輛,,,,
C4_315080000H_012704,童年合家歡民宿,嘉義縣番路鄉下坑村下坑45之29號,602,886-5-2590536,,120.536425,23.471927,4,,,車位:小客車8輛、機車0輛、大客車1輛,1,3000,3000,
C4_315080000H_012705,桔子圓民宿,臺東縣臺東市開封街805巷8號,950,886-7-3366966,http://gamann1314.oks.tw,121.137042,22.758595,4,,,車位:小客車1輛、機車0輛、大客車0輛,5,4600,5600,rainbow550802@yahoo.com.tw
C4_315080000H_012707,墾丁小窩,屏東縣恆春鎮恆南路2巷86弄103號,946,886-977-768058,,120.747654,21.995482,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3980,5980,Xiaowo@my.com
C4_315080000H_012708,愛晴海民宿,屏東縣東港鎮船頭路25之293號附1,928,886-8-8354899,http://mashup.com.tw/shguesthouse/,120.462727,22.462079,4,,"無線網路,,,,",車位:小客車0輛、機車0輛、大客車0輛,5,3800,6800,sunshine.happiness8354899@gmail.com
C4_315080000H_012711,站前9號精緻民宿,花蓮縣吉安鄉南昌村南昌路9號,973,886-928-095391,,121.581945,23.968412,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3500,4500,judy.enya@msa.hinet.net
C4_315080000H_012712,四季軒民宿,屏東縣琉球鄉中華路22-1號,929,886-8-8612183,http://www.seasons.tw/,120.36895,22.34392,4,,"無線網路,國民旅遊卡,停車場,,,,",車位:小客車0輛、機車0輛、大客車0輛,4,2500,2500,jinnib02415@yahoo.com.tw
C4_315080000H_012713,如荷自在民宿,金門縣金湖鎮環島北路三段303號,891,886-82-353315,,118.381361,24.462629,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,1800,1800,
C4_315080000H_012714,米悅民宿,澎湖縣馬公市西衛里25鄰西衛248之7號,880,886-958-891248,,119.57969,23.585514,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,2700,4300,hen29421@gmail.com
C4_315080000H_012719,雲景民宿,花蓮縣吉安鄉吉安村4鄰吉興一街411巷4弄17號,973,886-937-168413,,121.575155,23.97543,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2800,4000,ccc881104@gmail.com
C4_315080000H_012720,綠園汽車旅館,南投縣南投市文化路46號,540,886-49-2200169,,120.679523,23.904362,3,,,車位:小客車0輛、機車0輛、大客車0輛,22,1500,2000,Luyuannantou@gmail.com
C4_315080000H_012732,福田民宿,花蓮縣新城鄉康樂村1鄰精舍街88巷2號,971,886-918-519386,http://www.netete.com/futen/,121.602887,24.056962,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3000,4500,futom54115@yahoo.com.tw
C4_315080000H_012735,新聯美旅社,臺中市潭子區潭陽里潭興路二段494號,427,886-4-25360421,,120.706915,24.211503,3,雙人房700;,,車位:小客車0輛、機車0輛、大客車0輛,6,700,700,
C4_315080000H_012741,貓貓咪亞民宿,花蓮縣花蓮市中正路378號,970,886-956-784000,,121.603236,23.974768,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3600,4800,
C4_315080000H_012742,華洲大飯店,嘉義市東區延平街195號,600,886-5-2232097,,120.451984,23.476852,3,,,車位:小客車0輛、機車0輛、大客車0輛,25,750,1200,ug6586@yahoo.com.tw
C4_315080000H_012743,向陽田園,苗栗縣三義鄉龍騰村1鄰龍騰9-5號,367,886-37-874028,,120.781371,24.376029,4,,"餐廳,有線網路,無線網路,溫泉設施,國民旅遊卡,停車場,,,導覽解說,體驗活動,",車位:小客車0輛、機車0輛、大客車0輛,3,2300,2300,sunhouse31@gmail.com
C4_315080000H_012745,仙山農園民宿,苗栗縣獅潭鄉新店村1鄰小東勢19號,354,886-37-931661,,120.947974,24.53873,4,,,車位:小客車8輛、機車10輛、大客車0輛,4,3000,4000,qwea82309@gmail.com
C4_315080000H_012746,海平面民宿,臺東縣臺東市富岡街52巷23號,950,886-966-572786,,121.187549,22.792094,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,7200,9300,sealevel23@gmail.com
C4_315080000H_012751,安農溪綠悠悠休閒民宿,宜蘭縣三星鄉大義村安農北路三段25號,266,886-933-772543,,121.713118,24.680542,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3600,3600,
C4_315080000H_012754,博奇大飯店,臺中市中區雙十路一段5號,400,886-4-22296151,,120.685672,24.14042,3,雙人房(無障礙客房)9800;,,車位:小客車11輛、機車0輛、大客車0輛,134,1200,12800,
C4_315080000H_012755,清境楓丹白露民宿,南投縣仁愛鄉大同村仁和路179之7號,546,886-49-2801368,https://fendan.okgo.tw/,121.166399,24.059807,4,,,車位:小客車17輛、機車0輛、大客車1輛,6,4500,9600,2ugirjal@twfend.com
C4_315080000H_012756,印象．In巷民宿,花蓮縣花蓮市國防里進豐街57巷56號,970,886-972-288513,http://www.ying-chiyan.com/,121.604675,23.986289,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3600,5000,ying.chiyan@msa.hinet.net
C4_315080000H_012757,汎札嵐渡假休閒民宿,南投縣魚池鄉魚池村瓊文巷39-10號,555,886-985-581981,http://fanzhalan.tw,120.934373,23.902259,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3500,3500,fanzhalan@gmail.com
C4_315080000H_012758,左岸假期旅店,新竹市東區中華路二段502號,300,886-3-5284800,http://www.easytravel.com.tw/ehotel/room.aspx?n=7780,120.969459,24.800803,3,,"餐廳,會議場所,有線網路,無線網路,國民旅遊卡,停車場,無障礙客房,自助洗衣(免費),上網電腦(免費),,,,自行車友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,39,2880,3980,wo30512@yahoo.com.tw
C4_315080000H_012760,蔚藍海民宿,澎湖縣馬公市東衛里3之3號,880,886-6-9217789,,119.598555,23.569288,4,,"無線網路,國民旅遊卡,停車場,,,接送服務,",車位:小客車0輛、機車0輛、大客車0輛,5,2000,2200,skyeyocean33@gmail.com
C4_315080000H_012761,遊民公社民宿,臺東縣臺東市福建路265號,950,886-89-361279,,121.150944,22.750852,4,,,車位:小客車0輛、機車0輛、大客車0輛,2,4800,8400,whoknows500@gmail.com
C4_315080000H_012762,吳老闆民宿,宜蘭縣五結鄉三吉中路52巷15弄22號,268,886-966-550235,,121.793476,24.708372,4,,,車位:小客車1輛、機車3輛、大客車0輛,3,5200,6800,bosswu22@gmail.com
C4_315080000H_012764,景承興業自然風會館,宜蘭縣礁溪鄉忠孝路97巷26、28號,262,886-911-230517  03-9876161,,121.772297,24.832873,3,,,車位:小客車0輛、機車0輛、大客車0輛,8,6980,6980,mikelulu2@gmail.com
C4_315080000H_012765,美麗家民宿,花蓮縣花蓮市國盛里國民八街96號,970,886-922-870127,,121.607866,23.993722,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,1800,2700,
C4_315080000H_012767,新城老街民宿,花蓮縣新城鄉新城村2鄰博愛路24之3號,971,886-938-738370,,121.651606,24.12702,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3000,5000,
C4_315080000H_012770,涼夏民宿,屏東縣恆春鎮赤崁路27號,946,886-910-149690,,120.73315,21.983093,4,,,車位:小客車5輛、機車0輛、大客車0輛,5,4400,6000,coolsummersammy@gmail.com
C4_315080000H_012771,上華旅館,臺北市中山區雙城街5號2-6樓,104,886-2-25911190,http://www.goodlife-hotel.com.tw,121.524471,25.063679,3,雙人房2780;雙人房2780;,,車位:小客車0輛、機車0輛、大客車0輛,40,2400,2800,goodlife2591@yahoo.com.tw
C4_315080000H_012774,芹壁愛情海,連江縣北竿鄉芹壁村54號,210,886-836-56668,,119.982662,26.224234,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2800,4800,mandy61292002@yahoo.com.tw
C4_315080000H_012775,山行寄野民宿,苗栗縣南庄鄉東河村12鄰橫屏背25-1號,353,886-37-825438,,121.039026,24.614337,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,5500,8500,yang.alei@msa.hinet.net
C4_315080000H_012778,六甲旅社,臺南市六甲區文化街61巷15號,734,886-6-6983215,,120.353232,23.228899,3,,,車位:小客車0輛、機車0輛、大客車0輛,11,600,1000,
C4_315080000H_012781,低調民宿,花蓮縣富里鄉竹田村富田81-2號,983,886-3-8821193,,121.277882,23.212814,4,,,車位:小客車5輛、機車0輛、大客車0輛,2,3000,6000,
C4_315080000H_012784,五福加持民宿,臺中市石岡區萬仙街岡仙巷2之2號,422,886-4-25823035,,120.786835,24.263594,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2600,3000,
C4_315080000H_012787,北山13號民宿,金門縣金寧鄉古寧村北山13號,892,886-82-311382,,118.311338,24.478634,4,雙人房2200;雙人房1500;雙人房1800;雙人房1800;,"停車場,有線網路,國民旅遊卡,,,自行車租借,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,5,1800,4600,a0936580590@yahoo.com.tw
C4_315080000H_012788,三隻老虎青年旅館,臺北市萬華區康定路25巷39號4樓,108,886-2-23755299,,121.504605,25.043907,3,,,車位:小客車0輛、機車0輛、大客車0輛,7,1700,5200,t3tiger@hotmail.com.tw
C4_315080000H_012792,森韻莊園民宿,臺東縣太麻里鄉美和村7鄰荒野13-6號,963,886-919-611122,,121.045706,22.683492,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,5200,5200,
C4_315080000H_012793,印石時尚旅館,臺北市文山區秀明路二段15號,116,886-2-86617070,http://gorates-hotel.com/web/summary/67,121.575171,24.992027,3,雙人房(無障礙客房)3500;,"咖啡廳,無線網路,國民旅遊卡,停車場,無障礙客房,,,自行車租借,自行車友善旅宿,",車位:小客車76輛、機車32輛、大客車1輛,50,4500,12000,service31@rate-inn.com
C4_315080000H_012797,金銀島汽車旅館-仁武店,高雄市仁武區大灣里大豐街51號,814,886-7-3723200,,120.337093,22.675493,3,套房6200;雙人房5200;雙人房5400;雙人房5600;,"餐廳,有線網路,無線網路,,",車位:小客車0輛、機車0輛、大客車0輛,28,2000,6200,kin.leng@msa.hinet.net
C4_315080000H_012798,橄欖樹農坊,花蓮縣鳳林鎮林榮里14鄰永豐路37號,975,886-3-8741467,http://eai3737.pixnet.net/blog,121.476841,23.799003,4,套房4500;雙人房3800;,"有線網路,無線網路,國民旅遊卡,停車場,溫泉設施,,,,自行車租借,導覽解說,體驗活動,,",車位:小客車0輛、機車0輛、大客車0輛,2,2500,6600,pjm207797@yahoo.com.tw
C4_315080000H_012799,星賞民宿,宜蘭縣冬山鄉柯林村長春路170號,269,886-931-335368,,121.738552,24.687825,4,雙人房4300;,"餐廳,酒吧,無線網路,國民旅遊卡,停車場,,,,接送服務,行動支付,體驗活動,,",車位:小客車0輛、機車0輛、大客車0輛,4,4300,5600,starburst170@gmail.com
C4_315080000H_012800,愛登堡汽車旅館,桃園市觀音區二聖路87號2-3樓,328,886-3-4389222,,121.141771,25.039051,3,,,車位:小客車0輛、機車0輛、大客車0輛,39,1380,1380,
C4_315080000H_012804,石頭&木頭,南投縣仁愛鄉大同村14鄰榮光巷37之1號,546,886-937-291893,,121.151887,24.034809,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3200,4800,
C4_315080000H_012805,大花紫薇民宿,花蓮縣吉安鄉慶豐村中山路三段682巷17號,973,886-3-8537989,http://www.flowervilla.com.tw,121.559955,23.984302,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,4000,5600,flowervilla.taiwan@gmail.com
C4_315080000H_012806,白木屋渡假休閒民宿,臺東縣卑南鄉初鹿村新斑鳩30號,954,886-973-852082,,121.07461,22.848577,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,1500,1500,nanako8800@gmail.com
C4_315080000H_012809,波士頓大飯店,嘉義市西區中正路673號,600,886-5-2289977,,120.442642,23.478437,3,,"餐廳,無線網路,國民旅遊卡,高齡房,,",車位:小客車0輛、機車0輛、大客車0輛,35,1390,1390,
C4_315080000H_012810,綠竹筍民宿,南投縣竹山鎮大同街109號,557,886-938-150102,,120.688715,23.755882,4,,"無線網路,國民旅遊卡,停車場,高齡房,,",車位:小客車0輛、機車0輛、大客車0輛,4,2600,3600,
C4_315080000H_012811,麗心汽車旅館,臺中市北區陝西路117號,404,886-4-22983377,,120.668078,24.172535,3,,,車位:小客車25輛、機車0輛、大客車0輛,25,3400,4800,lihsin@swmall.com.tw
